dataset/0.jpg;Two red, yellow and white fire axes crisscrossed in front of green with yellow trim firefighter badge with a fire and the letters "AZ" in red. Wordmark "ARIZONA" in yellow on top and "HOTSHOTS" in…
dataset/1.jpg;A gold, purple and white crown above a wordmark "ATLANTA" in gold and "Legends" in custom purple font.
dataset/2.jpg;A black, silver and white iron football with the letter "B" above the wordmark "BIRMINGHAM" in silver and "IRON" in black with a silver underline.
dataset/3.jpg;A blue and red letter "E" with a streaking blue jet flying through the letter and wordmark "MEMPHIS" in red and "EXPRESS" in blue with a streak going through the wordmark and a red underline.
dataset/4.jpg;A navy blue, dark orange and bright orange Apollo God pointing an arrow within a letter "O" and wordmark "ORLANDO" in orange and "APOLLOS" in blue.
dataset/5.jpg;A light blue, grey and dark blue stallion with a letter "S" a part of the stallion. Wordmark "SALT LAKE" in light blue on top and "STALLIONS" in a combination of light blue and dark…
dataset/6.jpg;A red, maroon and silver shield with a silhouette of the Alamo in red and a white star near the bottom and a silver, white and maroon sword across the shield. Wordmark "SAN ANTONIO" in…
dataset/7.jpg;A gray and battleship gray battleship on a yellow with battleship gray outline shoulder patch military ranking. Wordmark "SAN DIEGO" in yellow on top and "FLEET" in battleship gray.
dataset/8.jpg;A black Mexican hat on a orange with black trim basketball next to scripted wordmark "ANAHEIM AMIGOS" in black.
dataset/9.jpg;Yellow lobster claws grabbing a ABA basketball inside a green letter "C." Wordmark above and below the letter "C" "BALTIMORE CLAWS."
dataset/10.jpg;A green outlined Cougar holding a basketball.
dataset/11.jpg;The Dallas Chaparrals featured logo is a blue chaparral bird running across the state of Texas dribbling a red, white and blue basketball. A wordmark "CHAPARRALS" in red.
dataset/12.jpg;The Nuggets first logo was "Maxie the Miner". The red, blue and white miner was a "Yukon Cornelius" looking prospector who was giddy, leaping in the air, holding a ABA basketball and a prospecting pick…
dataset/13.jpg;The final logo for the Rockets was a yellow and purple rocket dribbling a basketball over rocky mountains with a purple circle and a wordmark "DENVER ROCKETS" in purple.
dataset/14.jpg;A bull with steam coming out of both sides of his nose leaping behind an ABA basketball. On the red, white and blue basketball is the wordmark "HOUSTON MAVERICKS" and "ABA" in white.
dataset/15.jpg;The original Pacer logo is a white hand and a yellow basketball inside a blue "P."
dataset/16.jpg;Blue letters "KC" with a ABA basketball in the middle of the letter "C."
dataset/17.jpg;Wordmark "LOS ANGELES" in blue streaking over a ABA basketball behind a scripted wordmark "STARS" in red with blue outline.
dataset/18.jpg;A ABA red, white and blue basketball with a wordmark "MEMPHIS PROS" in blue encircling the basketball over a white star field on a blue background.
dataset/19.jpg;The letter "S" shaped into a music note on a red circle background with a scripted wordmark below in white with red trim "Memphis Sounds."
dataset/20.jpg;A tam o'shanter-style hat in white, green and gold. Wordmark below in green "The Memphis Tams."
dataset/21.jpg;A orange headed man dribbling a ball across the state of Florida in a circle. Wordmark "MIAMI FLORIDIANS" in orange around the circle.
dataset/22.jpg;A muskie fish on a blue circle with a wordmark "MINNESOTA MUSKIES" in white.
dataset/23.jpg;Wordmark "PIPERS" in red on a blue basketball with wordmark MINNESOTA" in blue written above and "ABA BASKETBALL" below in blue.
dataset/24.jpg;The original Americans logo is a red, white and blue shield with ABA basketball in the center of the shield and at the top a wordmark "N. J. AMERICAN" in white.
dataset/25.jpg;A pirate holding a sword and dribbling a basketball with a wordmark "NEW ORLEANS BUCCANEERS" in blue.
dataset/26.jpg;In 1972, the Nets opted to continue the previous logo with a red, white and blue basketball, much like the one the ABA used during games. They did retain the previous main logo, blue wordmark…
dataset/27.jpg;An oak nut dribbling a basketball on a yellow background circle with wordmark "OAKLAND OAKS" in green.
dataset/28.jpg;A red condor with a wordmark "condors" in yellow on his chest perched on a ABA red, white and blue basketball. A wordmark "pittsburgh" in black above on a yellow circle.
dataset/29.jpg;Wordmark "PIPERS" in white with orange in-line on blue shade and a ABA red, white and blue basketball with "PITTSBURGH" written on top on a shield. ABA logo on the bottom.
dataset/30.jpg;In 1976, the San Antonio Spurs moved to the NBA. Their new logo consisted of the wordmark "SPURS" in black with the "U" looking like a silver spur with silver trim. A wordmark "SAN ANTONIO"…
dataset/31.jpg;A conquistador solider carrying a pickaxe charging with a ABA basketball. Wordmark "SAN DIEGO CONQUISTADORS" in black.
dataset/32.jpg;A green, blue and white sail with wordmark "SAN DIEGO sails" in blue and green. The wordmark is considered as the boat with the sail and a ABA basketball guiding the boat.
dataset/33.jpg;The famous airplane flown solo by Charles Lindbergh under a wordmark script "Spirits of St Louis" in brown coming out of plane's tail.
dataset/34.jpg;A blue chaparral bird running across the state of Texas with a red, white and blue basketball. A wordmark "CHAPARRALS" in red.
dataset/35.jpg;Wordmark "FLORIDIANS" in black with multicolored letter "I."
dataset/36.jpg;Wordmark "UTAH" in red with a blue outline streaking over a ABA basketball behind a scripted wordmark "STARS" in red with blue outline.
